skn,ncei_id,station_name,station_id,nws_sid,island,network,elevation,latitude,longitude,start_year,end_year,rf,ta,rh,ws,sw,lw,observer,data_source,edit_notes,nwsli,nesdis_id,name_hads,hads_elev,owner_code_hads,vars_hads,latitude_d_hads,longitude_d_hads,match_notes,name_ncei,mindate_ncei,maxdate_ncei,latitude_ncei,longitude_ncei,name_scan,id_scan,latitude_scan,longitude_scan,nws_kk_name,kk_nws_match_notes,name,nws_id,nws_name
486.3,NA,Haiku Old Camp,486.3,NA,Ma,State,165,20.91178758,-156.3221844,1955,1963,RF,NA,NA,NA,NA,NA,BD OF A&F,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haiku Old Camp,NA,NA
486.4,NA,Haiku Kuiaha,486.4,NA,Ma,State,160,20.9151205,-156.3155179,1973,1974,RF,NA,NA,NA,NA,NA,BOB MCGRATH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haiku Kuiaha,NA,NA
486.5,NA,Field 108,F108,NA,Ma,HC&S,67,20.92622969,-156.3427391,1951,1952,RF,NA,NA,NA,NA,NA,HC&S,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 108,NA,NA
486.6,NA,F109,F109,NA,Ma,HC&S,108,20.92346429,-156.3401955,1993,2016,RF,NA,NA,NA,NA,NA,HC&S,UHM_Geography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F109,NA,NA
486.7,US1HIMI0001,HAIKU,US1HIMI0001,NA,Ma,CoCoRaHS,416,20.92011989,-156.3071849,2012,2017,RF,NA,NA,NA,NA,NA,HC&S,NCEI;RF_Atlas;HSCO,"*ASSIGHNED NEW SKN to resolve dup skn with 486.5 HC&S, 'Field 108'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAIKU 3.2 SE, HI US",10/1/2012,9/24/2018,20.8761,-156.3047,NA,NA,NA,NA,NA,NA,HAIKU,NA,NA
487,NA,Field 217,487,NA,Ma,State,91,20.92845141,-156.3221842,1942,1967,RF,NA,NA,NA,NA,NA,MAUI PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 217,NA,NA
487.2,NA,Field 218,487.2,NA,Ma,State,61,20.93345036,-156.3271839,1967,2004,RF,NA,NA,NA,NA,NA,MAUI LAND&PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 218,NA,NA
488,NA,Haiku Nursery,488,NA,Ma,State,137,20.92289706,-156.3205176,1937,1953,RF,NA,NA,NA,NA,NA,BD OF A&F,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haiku Nursery,NA,NA
488.1,NA,Haiku 825,488.1,NA,Ma,State,252,20.90012256,-156.3221846,1923,1939,RF,NA,NA,NA,NA,NA,ISLAND PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haiku 825,NA,NA
488.2,NA,Field 6-Rd,488.2,NA,Ma,State,274,20.90178911,-156.2860748,1929,1935,RF,NA,NA,NA,NA,NA,ISLAND PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 6-Rd,NA,NA
488.3,NA,Ulumalu,488.3,NA,Ma,State,252,20.90512202,-156.2838526,1923,1938,RF,NA,NA,NA,NA,NA,ISLAND PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ulumalu,NA,NA
488.4,NA,Kaupakalua,488.4,NA,Ma,State,320,20.89678976,-156.2916301,1920,1938,RF,NA,NA,NA,NA,NA,EAST MAUI IRRIG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaupakalua,NA,NA
488.6,USC00517952,Peahi,517952,NA,Ma,COOP,253,20.90734396,-156.2696865,1976,1978,RF,NA,NA,NA,NA,NA,BERNARD KIPLINGER,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peahi,NA,NA
489,NA,Haiku,HI-69,AIKH1,Ma,Hydronet,99,20.929,-156.3224,1991,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;NCEI;RF_Atlas,confirmed skn from AF; Erased NCEI ID: USC00510822 probably co-located COOP station and new SKN should be assigned to hydronet,AIKH1,50A30568,HAIKU 1NW,2540,NWSPAC,PC,20.9289,-156.322,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Haiku,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Haiku,AIKH1, Haiku (14001)               
490,USC00517857,Pauwela,517857,NA,Ma,COOP,110,20.93011772,-156.3205175,1905,1934,RF,NA,NA,NA,NA,NA,LIBBY,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pauwela,NA,NA
490.3,NA,Field 31,F31,NA,Ma,HC&S,320,20.89179021,-156.3121851,1948,1950,RF,NA,NA,NA,NA,NA,HC&S,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 31,NA,NA
490.6,NA,Kuiaha Expt Sta,490.6,NA,Ma,State,280,20.89845621,-156.3013521,1976,1977,RF,NA,NA,NA,NA,NA,UH HAW AGR EXPT STA,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kuiaha Expt Sta,NA,NA
490.7,USC00514806,KUIAHA 490.7,514806,NA,Ma,COOP,341,20.89306,-156.30306,1993,2011,RF,NA,NA,NA,NA,NA,COOP,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KUIAHA 490.7,NA,NA
491,NA,Gage 26,491,NA,Ma,State,168,20.9201201,-156.2871856,1947,1963,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 26,NA,NA
491.1,NA,Field 7-06,491.1,NA,Ma,State,159,20.92345276,-156.293852,1926,1930,RF,NA,NA,NA,NA,NA,ISLAND PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 7-06,NA,NA
492,NA,Kapalaalaea,492,NA,Ma,State,122,20.92011983,-156.2555202,1936,2017,RF,NA,NA,NA,NA,NA,HALEAKALA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapalaalaea,NA,NA
492.1,NA,Field 30,F30,NA,Ma,HC&S,183,20.9184536,-156.2638533,1948,1950,RF,NA,NA,NA,NA,NA,HC&S,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 30,NA,NA
492.2,USC00511016,HALEHAKU 492.2,511016,NA,Ma,COOP,210,20.91,-156.282,1973,2006,RF,NA,NA,NA,NA,NA,COOP,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HALEHAKU 492.2,NA,NA
492.4,NA,Field 4-06,492.4,NA,ma,State,198,20.91345422,-156.2971853,1935,1935,RF,NA,NA,NA,NA,NA,ISLAND PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 4-06,NA,NA
492.5,NA,Halehaku,492.5,NA,Ma,State,235,20.91456529,-156.2830191,1966,1971,RF,NA,NA,NA,NA,NA,PHIL SCOTT,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halehaku,NA,NA
492.6,USC00513561,Kaupakulua Res,513561,NA,Ma,COOP,195,20.9117878,-156.2921855,1971,1972,RF,NA,NA,NA,NA,NA,EMI,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaupakulua Res,NA,NA
493,USC00511887,HONOKOHUA 493,511887,NA,Ma,COOP,38,21.00011804,-156.655505,1919,2014,RF,Ta,NA,NA,NA,NA,MAUI LAND&PINE CO,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HONOKOHUA 493,NA,NA
494,USC00511914,HONOLUA FIELD 49 494,511914,NA,Ma,COOP,61,21.010978,-156.633839,1907,2003,RF,Ta,NA,NA,NA,NA,MAUI LAND&PINE CO,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HONOLUA FIELD 49 494,NA,NA
495,NA,Field 65,495,NA,Ma,State,232,21.00178384,-156.6005067,1940,1983,RF,NA,NA,NA,NA,NA,MAUI PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 65,NA,NA
495.1,NA,Honokohau Gulch,495.1,NA,Ma,State,232,20.98011875,-156.5955073,1907,1913,RF,NA,NA,NA,NA,NA,PIONEER MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honokohau Gulch,NA,NA
496,NA,Field 62,496,NA,Ma,State,162,21.01178311,-156.6021733,1937,1983,RF,NA,NA,NA,NA,NA,MAUI PINE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 62,NA,NA
497,USC00516645,NAKALELE FIELD 60 497,516645,NA,Ma,COOP,104,21.02511528,-156.6005068,1937,2012,RF,NA,NA,NA,NA,NA,MAUI LAND&PINE CO,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAKALELE FIELD 60 497,NA,NA
499.11,USR0000HLUA,Lua Makika,HLUA,NA,Ko,RAWS,335,20.5625,-156.5630556,2001,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lua Makika,NA,NA
499.12,USR0000HKLL,Kealialalo,HKLL,KLLH1,Ko,RAWS,251,20.54361111,-156.6408333,2001,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,KLLH1,32792006,KEALIALALO RAWS NEAR KIHEI 19SW,5300,BLM001,MM MS MT PA PC RW TA TS UD UP UR US VB XR,20.5436,-156.641,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kealialalo,NA,NA
499.13,USR0000HHAI,Hakioawa,HHAI,HKIH1,Ko,RAWS,366,20.58027778,-156.5711111,2001,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,HKIH1,3279159C,HAKIOAWA RAWS NEAR KIHEI 14SW,2400,BLM001,MM MT PA PC RW TA UD UP UR US VB XR,20.5803,-156.571,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,"HAKIOAWA HAWAII, HI US",9/27/2001,9/24/2018,20.5803,-156.5711,NA,NA,NA,NA,NA,NA,Hakioawa,HKIH1, Hakioawa                    
499.6,USC00512558,KAHOOLAWE 499.6,512558,KRTH1,Ko,COOP,366,20.55694,-156.575,1989,2017,RF,Ta,NA,NA,NA,NA,COOP,NCEI;RF_Atlas,NA,KRTH1,15DEF7B8,KAHOOLAWE NEAR SMUGGLER'S COVE 8ENE,2750,NWSPAC,PA PC TA UD UP US VB,20.5569,-156.575,"manually matched HADS station to SKN by proximity, station name similarity, and hads owner code to network",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAHOOLAWE 499.6,NA,NA
499.8,USR0000HHON,Honokanaia,HHON,HKAH1,Ko,RAWS,21,20.50888889,-156.6816667,2001,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,HKAH1,3.28E+05,HONOKANAI'A RAWS NEAR MAKENA 18SW,5345,BLM001,MM MS MT PA PC RW TA TS UD UP UR US VB XR,20.5089,-156.682,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honokanaia,HKAH1, Honokanaia                  
499.9,USR0000HKAN,Kaneloa,HKAN,KAOH1,Ko,RAWS,248,20.52222222,-156.5658333,2001,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,KAOH1,32793370,KANELOA RAWS NEAR MAKENA 12SW,5320,BLM001,MM MS MT PA PC RW TA TS UD UP UR US VB XR,20.5222,-156.566,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,"KANELOA HAWAII, HI US",9/28/2001,9/24/2018,20.5222,-156.5658,NA,NA,NA,NA,NA,NA,Kaneloa,KAOH1, Kaneloa                     
500,NA,Kumakaipo,500,NA,Mo,State,12,21.12182194,-157.2971857,1933,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kumakaipo,NA,NA
500.1,NA,Frears Flat,500.1,NA,Mo,State,123,21.10293276,-157.2566299,1950,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frears Flat,NA,NA
500.2,NA,Pokohola,500.2,NA,Mo,State,119,21.11015513,-157.2688519,1933,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pokohola,NA,NA
500.3,NA,Kolo Makai,500.3,NA,Mo,State,6,21.09237588,-157.1738526,1950,1989,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kolo Makai,NA,NA
500.4,NA,Waikane,500.4,NA,Mo,State,6,21.09348693,-157.1505196,1950,1963,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waikane,NA,NA
500.5,NA,Iloli,500.5,NA,Mo,State,9,21.11626217,-157.1032979,1950,1964,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Iloli,NA,NA
501,NA,Gage 31,501,NA,Mo,State,84,21.12515465,-157.2638512,1948,1954,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 31,NA,NA
502,NA,Gage 30,502,NA,Mo,State,76,21.14182081,-157.2591282,1947,1954,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 30,NA,NA
502.1,NA,Puukaae,502.1,NA,Mo,State,70,21.13848766,-157.2627396,1950,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puukaae,NA,NA
503,NA,Gage 22,503,NA,Mo,State,149,21.11515457,-157.2516293,1927,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 22,NA,NA
503.1,NA,Gage 21,503.1,NA,Mo,State,197,21.11793202,-157.2407958,1927,1940,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 21,NA,NA
504,NA,Gage 32,504,NA,Mo,State,134,21.10515467,-157.2471853,1947,1954,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 32,NA,NA
505,NA,Gage 14,505,NA,Mo,State,137,21.14432027,-157.2427392,1923,1976,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 14,NA,NA
505.1,NA,Gage 20,505.1,NA,Mo,State,177,21.13515358,-157.2327396,1927,1940,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 20,NA,NA
505.2,NA,Gage 28,505.2,NA,Mo,State,213,21.14015323,-157.2255172,1935,1940,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 28,NA,NA
511,USC00516190,MAUNALOA 511,516190,NA,Mo,COOP,314,21.13348648,-157.2121842,1923,2017,RF,Ta,NA,NA,NA,NA,MOLOKAI RANCH CO,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAUNA LOA 511, HI US",10/1/1949,9/7/2018,21.13278,-157.21333,NA,NA,NA,NA,NA,NA,MAUNALOA 511,NA,NA
511.1,NA,Gage 41,511.1,NA,Mo,State,262,21.12404264,-157.2269066,1954,1983,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 41,NA,NA
511.2,NA,Gage 1,511.2,NA,Mo,State,323,21.12182009,-157.2071845,1923,1940,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 1,NA,NA
513,NA,Gage 5,513,NA,Mo,State,338,21.16376297,-157.2107945,1923,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 5,NA,NA
513.1,NA,F15,513.1,NA,Mo,State,171,21.15515249,-157.2221835,1948,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F15,NA,NA
513.3,NA,Gage 2,513.3,NA,Mo,State,229,21.14820798,-157.2013505,1923,1940,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 2,NA,NA
514,NA,Gage 40,514,NA,Mo,State,349,21.135221,-157.20442,1942,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 40,NA,NA
517,NA,Gage 27,517,NA,Mo,State,244,21.15376271,-157.1782951,1935,1976,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 27,NA,NA
517.1,NA,F32,517.1,NA,Mo,State,317,21.15181789,-157.1605176,1948,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F32,NA,NA
517.2,NA,Gage 42,517.2,NA,Mo,State,320,21.1451521,-157.1838508,1954,1976,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 42,NA,NA
518,NA,Gage 33,518,NA,Mo,State,415,21.13459683,-157.1771844,1947,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 33,NA,NA
519,NA,Puupili,519,NA,Mo,State,384,21.12598569,-157.1491295,1946,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puupili,NA,NA
519.1,NA,Kaihuloa,519.1,NA,Mo,State,218,21.11043155,-157.2105183,1950,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaihuloa,NA,NA
519.2,NA,Kakaako,519.2,NA,Mo,State,399,21.12681959,-157.1888511,1950,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kakaako,NA,NA
520,NA,Mahana,520,NA,Mo,State,143,21.14348479,-157.1305186,1933,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mahana,NA,NA
521,NA,Pipika,521,NA,Mo,State,107,21.14681738,-157.1055182,1940,1968,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pipika,NA,NA
521.1,NA,F329,521.1,NA,Mo,State,119,21.14404001,-157.1132964,1968,1975,RF,NA,NA,NA,NA,NA,DEL MONTE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F329,NA,NA
522,NA,Gage 35,522,NA,Mo,State,122,21.15042903,-157.1207964,1947,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 35,NA,NA
523,NA,Gage 26,523,NA,Mo,State,137,21.15848357,-157.105518,1937,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 26,NA,NA
524,USW00022534,MOLOKAI AP 524,PHMK,NA,Mo,ASOS_AWOS,141,21.15514996,-157.0924625,1939,2017,RF,Ta,RH,WS,NA,NA,NWS,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT, HI US",10/1/1949,9/23/2018,21.1545,-157.0961,NA,NA,NA,NA,NA,NA,MOLOKAI AP 524,HMK,Molokai
524.1,NA,Fld 82,524.1,NA,Mo,State,166,21.16348296,-157.0913512,1949,1955,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 82,NA,NA
525,NA,Green Flat,525,NA,Mo,State,91,21.13570597,-157.0927412,1948,1966,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Flat,NA,NA
525.1,NA,Field 328,525.1,NA,Mo,State,137,21.14209476,-157.0810743,1966,1978,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 328,NA,NA
526,NA,Field 315,526,NA,Mo,State,107,21.1351505,-157.0763527,1934,1983,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 315,NA,NA
526.1,NA,Field 315A,526.1,NA,Mo,State,137,21.13709486,-157.0663525,1949,1954,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 315A,NA,NA
